OBJECTID,name,tile,nd_value,resolution,creationdate,fileurl,spec_type,qual,reg_src,num_gcps,meanresz,active,qc,release_version,num_components,Shape__Area,Shape__Length,x,y
325,28_15_2_2_2m_v3.0,28_15,-9999,2,"May 30, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/28_15/28_15_2_2_2m_v3.0.tar.gz,DEM,1,ICESat,886,0.004,1,2,7,30,2500000000,200000,,
1847,28_16_1_1_2m_v3.0,28_16,-9999,2,"May 22, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/28_16/28_16_1_1_2m_v3.0.tar.gz,DEM,1,ICESat,965,-0.004,1,2,7,39,2500000000,200000,,
1846,28_16_1_2_2m_v3.0,28_16,-9999,2,"May 22, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/28_16/28_16_1_2_2m_v3.0.tar.gz,DEM,1,ICESat,965,-0.004,1,2,7,39,2500000000,200000,,
1845,28_16_2_1_2m_v3.0,28_16,-9999,2,"May 22, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/28_16/28_16_2_1_2m_v3.0.tar.gz,DEM,0.99998386,ICESat,965,-0.004,1,2,7,39,2500000000,200000,,
1844,28_16_2_2_2m_v3.0,28_16,-9999,2,"May 22, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/28_16/28_16_2_2_2m_v3.0.tar.gz,DEM,0.99969576,ICESat,965,-0.004,1,2,7,39,2500000000,200000,,
3016,28_17_1_1_2m_v3.0,28_17,-9999,2,"May 22, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/28_17/28_17_1_1_2m_v3.0.tar.gz,DEM,1,ICESat,893,0.003,1,2,7,50,2500000000,200000,,
3014,28_17_1_2_2m_v3.0,28_17,-9999,2,"May 22, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/28_17/28_17_1_2_2m_v3.0.tar.gz,DEM,1,ICESat,893,0.003,1,2,7,50,2500000000,200000,,
3013,28_17_2_1_2m_v3.0,28_17,-9999,2,"May 22, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/28_17/28_17_2_1_2m_v3.0.tar.gz,DEM,1,ICESat,893,0.003,1,2,7,50,2500000000,200000,,
3015,28_17_2_2_2m_v3.0,28_17,-9999,2,"May 22, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/28_17/28_17_2_2_2m_v3.0.tar.gz,DEM,0.99968871,ICESat,893,0.003,1,2,7,50,2500000000,200000,,
1734,28_18_1_1_2m_v3.0,28_18,-9999,2,"May 27, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/28_18/28_18_1_1_2m_v3.0.tar.gz,DEM,1,ICESat,949,0,1,2,7,37,2500000000,200000,,
1735,28_18_2_1_2m_v3.0,28_18,-9999,2,"May 27, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/28_18/28_18_2_1_2m_v3.0.tar.gz,DEM,0.99984763,ICESat,949,0,1,2,7,37,2500000000,200000,,
2886,28_19_1_1_2m_v3.0,28_19,-9999,2,"July 7, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/28_19/28_19_1_1_2m_v3.0.tar.gz,DEM,0.99850717,ICESat,960,0,1,2,7,41,2500000000,200000,,
2884,28_19_2_1_2m_v3.0,28_19,-9999,2,"July 7, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/28_19/28_19_2_1_2m_v3.0.tar.gz,DEM,0.99852233,ICESat,960,0,1,2,7,41,2500000000,200000,,
3402,29_12_1_1_2m_v3.0,29_12,-9999,2,"May 26, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/29_12/29_12_1_1_2m_v3.0.tar.gz,DEM,0.87883741,ICESat,1071,-0.003,1,2,7,34,2500000000,200000,,
3401,29_12_2_1_2m_v3.0,29_12,-9999,2,"May 26, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/29_12/29_12_2_1_2m_v3.0.tar.gz,DEM,0.79352811,ICESat,1071,-0.003,1,2,7,34,2500000000,200000,,
3403,29_12_2_2_2m_v3.0,29_12,-9999,2,"May 26, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/29_12/29_12_2_2_2m_v3.0.tar.gz,DEM,0.99736649,ICESat,1071,-0.003,1,2,7,34,2500000000,200000,,
4366,29_13_1_1_2m_v3.0,29_13,-9999,2,"May 26, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/29_13/29_13_1_1_2m_v3.0.tar.gz,DEM,0.71610711,ICESat,842,0.001,1,2,7,34,2500000000,200000,,
4363,29_13_1_2_2m_v3.0,29_13,-9999,2,"May 26, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/29_13/29_13_1_2_2m_v3.0.tar.gz,DEM,0.99395738,ICESat,842,0.001,1,2,7,34,2500000000,200000,,
4364,29_13_2_1_2m_v3.0,29_13,-9999,2,"May 26, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/29_13/29_13_2_1_2m_v3.0.tar.gz,DEM,0.86470245,ICESat,842,0.001,1,2,7,34,2500000000,200000,,
4365,29_13_2_2_2m_v3.0,29_13,-9999,2,"May 26, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/29_13/29_13_2_2_2m_v3.0.tar.gz,DEM,1,ICESat,842,0.001,1,2,7,34,2500000000,200000,,
9111,29_14_1_1_2m_v3.0,29_14,-9999,2,"May 26, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/29_14/29_14_1_1_2m_v3.0.tar.gz,DEM,0.98288822,ICESat,973,-0.003,1,2,7,32,2500000000,200000,,
9110,29_14_1_2_2m_v3.0,29_14,-9999,2,"May 26, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/29_14/29_14_1_2_2m_v3.0.tar.gz,DEM,0.99999829,ICESat,973,-0.003,1,2,7,32,2500000000,200000,,
9112,29_14_2_1_2m_v3.0,29_14,-9999,2,"May 26, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/29_14/29_14_2_1_2m_v3.0.tar.gz,DEM,0.99999391,ICESat,973,-0.003,1,2,7,32,2500000000,200000,,
7624,29_15_1_1_2m_v3.0,29_15,-9999,2,"May 22, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/29_15/29_15_1_1_2m_v3.0.tar.gz,DEM,0.99998611,ICESat,992,0.008,1,2,7,27,2500000000,200000,,
7626,29_15_2_1_2m_v3.0,29_15,-9999,2,"May 22, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/29_15/29_15_2_1_2m_v3.0.tar.gz,DEM,0.99943565,ICESat,992,0.008,1,2,7,27,2500000000,200000,,
